Period,MaxTemperature,MinTemperature,Humidity,Pressure,Precipitation,WindSpeed
Week 309 (1955-11-27 - 1955-12-03),21.6,5.7,43.6,1019.6,0,7.9
Week 310 (1955-12-04 - 1955-12-10),20.3,5.9,49.7,1019.7,0.8,12.1
Week 311 (1955-12-11 - 1955-12-17),18.4,7.6,61.6,1017,8.2,8.7
Week 312 (1955-12-18 - 1955-12-24),15.4,2.6,62.6,1017.5,10.4,8.4
Week 313 (1955-12-25 - 1955-12-31),15.6,2.4,60.3,1016.2,4.8,7.8
Week 314 (1956-01-01 - 1956-01-07),13.4,3.4,68,1016.5,20,8.2
Week 315 (1956-01-08 - 1956-01-14),14.9,3.3,63.9,1017.8,1.6,11.6
Week 316 (1956-01-15 - 1956-01-21),15.8,2.8,62,1014.5,3.5,9.8
Week 317 (1956-01-22 - 1956-01-28),17.2,0.7,52.1,1016.7,0,9.4
Week 318 (1956-01-29 - 1956-02-04),17.2,0.4,45.4,1015.7,0,8.9
Week 319 (1956-02-05 - 1956-02-11),20.8,2.4,36.7,1016,0,10.3
Week 320 (1956-02-12 - 1956-02-18),19.7,5.3,42.3,1013.5,6.6,16.4
Week 321 (1956-02-19 - 1956-02-25),23.6,7.8,32.4,1014.8,1.1,17.4
Week 322 (1956-02-26 - 1956-03-03),20.3,9.6,60.7,1014.9,45,17.5
Week 323 (1956-03-04 - 1956-03-10),24.4,10.5,57,1012.6,0.5,12
Week 324 (1956-03-11 - 1956-03-17),17.8,10.4,75.9,1011.1,123.2,16.2
Week 325 (1956-03-18 - 1956-03-24),18.3,9.3,76.4,1011.6,66.6,12.1
Week 326 (1956-03-25 - 1956-03-31),23.9,11.4,65,1011.5,9.5,11.3
Week 327 (1956-04-01 - 1956-04-07),26.4,12.3,57.4,1009,15.5,17.8
Week 328 (1956-04-08 - 1956-04-14),25,12.6,64.1,1012.4,11.1,17.7
Week 329 (1956-04-15 - 1956-04-21),31.5,16,52.9,1006,0.4,13
Week 330 (1956-04-22 - 1956-04-28),31.3,17.3,46.7,1004.5,1.5,23.7
Week 331 (1956-04-29 - 1956-05-05),36.9,19,28.9,999.8,0,15.8
Week 332 (1956-05-06 - 1956-05-12),40.9,21.6,20,996.6,0,19.5
Week 333 (1956-05-13 - 1956-05-19),38,21.4,23.3,998.9,0.4,18.9
Week 334 (1956-05-20 - 1956-05-26),42,23,16.3,997,0,11.6
Week 335 (1956-05-27 - 1956-06-02),42.2,27.1,25.3,994.9,0,16.8
Week 336 (1956-06-03 - 1956-06-09),39.9,26.9,23.4,994.1,2.5,12.7
Week 337 (1956-06-10 - 1956-06-16),42.5,25,15.7,996.5,0,13
Week 338 (1956-06-17 - 1956-06-23),37.3,25.1,44.3,996.5,13.5,26
Week 339 (1956-06-24 - 1956-06-30),35.9,25.1,51.6,999.1,6.6,19.7
Week 340 (1956-07-01 - 1956-07-07),31.6,23.7,70.6,999.3,45.9,12.3
Week 341 (1956-07-08 - 1956-07-14),29.8,23.8,84.4,999.9,146.8,11.4
Week 342 (1956-07-15 - 1956-07-21),30.4,23.5,84.7,999.6,80.5,11.2
Week 343 (1956-07-22 - 1956-07-28),29.3,23.8,85.7,1000.4,57.7,15.5
Week 344 (1956-07-29 - 1956-08-04),29.5,23.1,84.6,998.6,106.4,9.7
Week 345 (1956-08-05 - 1956-08-11),30.5,23.7,85,999.1,50.1,9.2
Week 346 (1956-08-12 - 1956-08-18),28.3,23.4,88.4,999.1,55.8,13.7
Week 347 (1956-08-19 - 1956-08-25),29.7,22.3,85,1000,26.2,8.8
Week 348 (1956-08-26 - 1956-09-01),28.3,21,84.7,1003.8,65,8.5
Week 349 (1956-09-02 - 1956-09-08),32.1,21.4,77.1,999.5,0.4,9.1
Week 350 (1956-09-09 - 1956-09-15),31,22.1,76.6,1001.2,6.7,9.9
Week 351 (1956-09-16 - 1956-09-22),30,21.8,77.3,1004.9,10,10.1
Week 352 (1956-09-23 - 1956-09-29),28.8,20.9,81.4,1007.3,15.9,9
Week 353 (1956-09-30 - 1956-10-06),26.9,17.5,76.9,1011,15.9,9.4
Week 354 (1956-10-07 - 1956-10-13),25,14.7,74.7,1010.2,2.5,11.9
Week 355 (1956-10-14 - 1956-10-20),26.9,13.9,75,1009.8,0,7.6
Week 356 (1956-10-21 - 1956-10-27),25.9,14,71.9,1013.7,0.4,12.3
Week 357 (1956-10-28 - 1956-11-03),24.1,11.2,57.4,1013.7,1.3,9.4
Week 358 (1956-11-04 - 1956-11-10),23.4,7.9,51.7,1014.6,0,10.8
Week 359 (1956-11-11 - 1956-11-17),22.6,8.2,60.1,1016.5,0,7.8
Week 360 (1956-11-18 - 1956-11-24),22.2,5.7,47.9,1017.2,0,10.9
Week 361 (1956-11-25 - 1956-12-01),20.9,5.5,48.9,1018.2,0,7.2
Week 362 (1956-12-02 - 1956-12-08),20.2,5,44,1018.2,0.4,9.1
Week 363 (1956-12-09 - 1956-12-15),18.9,3.9,51.7,1016.6,0,8.5
Week 364 (1956-12-16 - 1956-12-22),17.2,4.6,51.1,1017.7,8.5,11.3
Week 365 (1956-12-23 - 1956-12-29),15.6,4.4,58.4,1019.9,5,11.6
Week 366 (1956-12-30 - 1957-01-05),13.4,2.2,63.4,1021.4,3.5,9.8
Week 367 (1957-01-06 - 1957-01-12),11.8,3.2,71,1015,17.8,11.5
Week 368 (1957-01-13 - 1957-01-19),12.7,1.9,71,1019.6,23.3,9.7
Week 369 (1957-01-20 - 1957-01-26),17.8,4.9,62.7,1016,56.8,10.4
Week 370 (1957-01-27 - 1957-02-02),12.3,4.6,79.9,1015.4,37,9.4
Week 371 (1957-02-03 - 1957-02-09),14.5,2.4,70.6,1013.2,34.1,12.3
Week 372 (1957-02-10 - 1957-02-16),16.5,1.1,58.1,1016.7,1,13.5
Week 373 (1957-02-17 - 1957-02-23),16.6,4.6,61.1,1016.1,10,14.8
Week 374 (1957-02-24 - 1957-03-02),18.6,2.9,55.3,1016,0.9,11.3
Week 375 (1957-03-03 - 1957-03-09),19.1,5,61,1013.8,10,14.3
Week 376 (1957-03-10 - 1957-03-16),21.9,7.8,58.9,1014.5,4.3,11.8
Week 377 (1957-03-17 - 1957-03-23),19.4,11.3,74.1,1015.1,73.1,18.8
Week 378 (1957-03-24 - 1957-03-30),21.2,9.9,70.7,1013.7,37.2,12.8
Week 379 (1957-03-31 - 1957-04-06),21.7,11.4,69,1011.8,60.2,14.3
Week 380 (1957-04-07 - 1957-04-13),24.9,11.3,61.9,1012.8,9.2,11.2
Week 381 (1957-04-14 - 1957-04-20),26.8,13.6,57.9,1008.8,6.9,13
Week 382 (1957-04-21 - 1957-04-27),24.3,12.8,60.9,1009.5,17.8,15
Week 383 (1957-04-28 - 1957-05-04),27.2,15.4,62,1009.4,11.1,12.8
Week 384 (1957-05-05 - 1957-05-11),29.6,16.8,56.9,1006.8,5.1,20
Week 385 (1957-05-12 - 1957-05-18),28.7,15.9,54,1007.1,2,15.9
Week 386 (1957-05-19 - 1957-05-25),28.4,17.4,59.6,1006.5,14.3,15
Week 387 (1957-05-26 - 1957-06-01),35.6,19.5,40.6,999.1,1.7,21.7
Week 388 (1957-06-02 - 1957-06-08),34.7,19.5,40.9,1000,1.2,11.4
Week 389 (1957-06-09 - 1957-06-15),38.3,22.3,28.3,997,0,12.6
Week 390 (1957-06-16 - 1957-06-22),39.6,23.4,25.1,997.6,0.1,13.7
Week 391 (1957-06-23 - 1957-06-29),38.4,23.4,28,997.5,0.1,14.7
Week 392 (1957-06-30 - 1957-07-06),40.3,23.6,23.3,993.8,0,12.6
Week 393 (1957-07-07 - 1957-07-13),39,28.2,42.1,994.1,3.6,14
Week 394 (1957-07-14 - 1957-07-20),35.9,26.3,60.6,994.7,47.8,12.4
Week 395 (1957-07-21 - 1957-07-27),33,24,70.6,1000.6,29.3,10.7
Week 396 (1957-07-28 - 1957-08-03),34.2,23.9,62.1,999,8.5,16.6
Week 397 (1957-08-04 - 1957-08-10),34.5,25.2,61.1,998.5,11.5,12.3
Week 398 (1957-08-11 - 1957-08-17),31.4,23.8,77.7,1001.3,31.8,10.2
Week 399 (1957-08-18 - 1957-08-24),31.8,23.7,78.6,998.2,16.3,15.5
Week 400 (1957-08-25 - 1957-08-31),31.7,21.1,70.4,999.9,11.4,11.8
Week 401 (1957-09-01 - 1957-09-07),30.8,21.4,72.4,1004.4,5.4,11.9
Week 402 (1957-09-08 - 1957-09-14),32.3,20.1,56.3,1006.2,1.4,13.4
Week 403 (1957-09-15 - 1957-09-21),33.5,20.9,54,1005.6,2,14.1
Week 404 (1957-09-22 - 1957-09-28),34.3,19,39.7,1003.7,0.4,12.4
Week 405 (1957-09-29 - 1957-10-05),33.2,18.2,40,1007.9,0.4,12
Week 406 (1957-10-06 - 1957-10-12),32.7,17.6,43.3,1008.6,0.9,15.6
Week 407 (1957-10-13 - 1957-10-19),30.5,17.4,44.1,1011,38.6,25.6
Week 408 (1957-10-20 - 1957-10-26),19.9,12,76.1,1015.2,161.2,13.3
Week 409 (1957-10-27 - 1957-11-02),22.7,10.4,69.3,1015.2,17.5,10.8
Week 410 (1957-11-03 - 1957-11-09),21.6,9.3,63.6,1016.2,2.7,9.4
Week 411 (1957-11-10 - 1957-11-16),22.1,9.1,66.6,1016.8,0.7,9.2
Week 412 (1957-11-17 - 1957-11-23),18.8,8.7,75.7,1017.8,24.9,9
Week 413 (1957-11-24 - 1957-11-30),17.7,6.5,72.6,1018.7,45.4,10.8
Week 414 (1957-12-01 - 1957-12-07),16.6,8.6,78.9,1017.6,25.1,8.3
Week 415 (1957-12-08 - 1957-12-14),14.9,6.4,78.1,1017.6,28.6,9.7
Week 416 (1957-12-15 - 1957-12-21),16.4,2.3,68.1,1016.6,0,9.2
Week 417 (1957-12-22 - 1957-12-28),16.5,3.5,71.3,1016.8,1.6,9.1
Week 418 (1957-12-29 - 1958-01-04),16.8,5.8,76.9,1019.1,0.3,8.5
Week 419 (1958-01-05 - 1958-01-11),17.2,5,71.7,1017.9,0.6,7.9
Week 420 (1958-01-12 - 1958-01-18),16.4,4.1,72.3,1017.4,1.6,9
Week 421 (1958-01-19 - 1958-01-25),16,5.8,74.3,1018,26.4,8.4
Week 422 (1958-01-26 - 1958-02-01),15.5,4.9,77.7,1017.1,29.4,9.2
Week 423 (1958-02-02 - 1958-02-08),16.3,5.7,71.4,1013.8,10.4,12
Week 424 (1958-02-09 - 1958-02-15),17,1.3,63.9,1015.6,0,11
Week 425 (1958-02-16 - 1958-02-22),19.7,2.3,58.4,1014.3,0,11
Week 426 (1958-02-23 - 1958-03-01),19.2,6.2,65.3,1015.2,1.5,13.8
Week 427 (1958-03-02 - 1958-03-08),18.7,6.5,67.7,1017.4,21.7,16.1
Week 428 (1958-03-09 - 1958-03-15),19.8,9.5,73.7,1013.2,35.8,12.7
Week 429 (1958-03-16 - 1958-03-22),24.2,10.2,62,1012.1,1.4,13
Week 430 (1958-03-23 - 1958-03-29),25.8,13.2,58.3,1012,2.3,18.7
Week 431 (1958-03-30 - 1958-04-05),25.4,12.5,65.6,1012.6,17.8,13
Week 432 (1958-04-06 - 1958-04-12),29.2,14.9,54.1,1008.3,2.4,16.3
Week 433 (1958-04-13 - 1958-04-19),32,16.7,45.9,1009.9,1.6,22.5
Week 434 (1958-04-20 - 1958-04-26),33.1,19.1,45.9,1006.3,1,22.5
Week 435 (1958-04-27 - 1958-05-03),34.7,19.4,38.4,1003,2.2,14.2
Week 436 (1958-05-04 - 1958-05-10),33.6,20.1,29.7,1001.2,0.2,20.9
Week 437 (1958-05-11 - 1958-05-17),32.5,17.6,34.6,1003.6,3.3,29.2
Week 438 (1958-05-18 - 1958-05-24),34,20.1,38.1,1005.7,4.3,16.3
Week 439 (1958-05-25 - 1958-05-31),34.5,20,32.9,1003.8,0.6,14.8
Week 440 (1958-06-01 - 1958-06-07),36.2,20.3,34.1,1001.5,2.3,19.1
Week 441 (1958-06-08 - 1958-06-14),38.4,21.5,30.7,998.4,0.1,12.9
Week 442 (1958-06-15 - 1958-06-21),40.6,24.3,25.4,993.3,0.2,14.2
Week 443 (1958-06-22 - 1958-06-28),39.3,24.4,33.1,994,1.7,20.7
Week 444 (1958-06-29 - 1958-07-05),36.5,26,53.7,997.3,24.2,18.7
Week 445 (1958-07-06 - 1958-07-12),33.3,25.4,72,996.6,93.3,11.9
Week 446 (1958-07-13 - 1958-07-19),31.2,24.3,77.4,995.4,108.6,17.6
Week 447 (1958-07-20 - 1958-07-26),32.9,24.2,74,995,49,11
Week 448 (1958-07-27 - 1958-08-02),32.3,24.7,78.6,996.2,41.1,11.3
Week 449 (1958-08-03 - 1958-08-09),29.4,23.6,83.4,999.2,250.8,11
Week 450 (1958-08-10 - 1958-08-16),30.3,21.6,79.1,998.6,26.5,13.6
Week 451 (1958-08-17 - 1958-08-23),31.5,22.4,77.4,1001,19.8,9.9
Week 452 (1958-08-24 - 1958-08-30),30.4,21.3,78.3,1000.5,15.9,14.5
Week 453 (1958-08-31 - 1958-09-06),31.6,22.4,76.6,999.7,4.1,16.4
Week 454 (1958-09-07 - 1958-09-13),29.5,22.6,82,1002.1,61.4,14.2
Week 455 (1958-09-14 - 1958-09-20),29,20.2,80.4,1003.7,36.1,9.1
Week 456 (1958-09-21 - 1958-09-27),29.2,20.5,78.4,1007,12.6,10.4
Week 457 (1958-09-28 - 1958-10-04),28,17.7,77.4,1006.9,0,9
Week 458 (1958-10-05 - 1958-10-11),28.4,17.3,66.9,1009.3,8.8,12
Week 459 (1958-10-12 - 1958-10-18),27.8,14.5,56.1,1010,0.1,11.5
Week 460 (1958-10-19 - 1958-10-25),23.9,12.3,64.1,1011.8,6.6,12.6
Week 461 (1958-10-26 - 1958-11-01),26.4,10.5,58.9,1014.4,0,8.2
Week 462 (1958-11-02 - 1958-11-08),25.3,10,51.6,1015.2,0,9.4
Week 463 (1958-11-09 - 1958-11-15),20.9,9.9,64.6,1015.7,0.5,10.3
Week 464 (1958-11-16 - 1958-11-22),20.6,7.1,59.1,1018,0.3,13.7
Week 465 (1958-11-23 - 1958-11-29),20.6,5.7,60.9,1017,0,9
Week 466 (1958-11-30 - 1958-12-06),19.9,6.3,64.1,1019.2,0,7.2
Week 467 (1958-12-07 - 1958-12-13),17.9,7.8,73,1016.6,80.4,18.6
Week 468 (1958-12-14 - 1958-12-20),15.8,5.4,73.7,1017.5,57.2,11.5
Week 469 (1958-12-21 - 1958-12-27),14.2,5,78.9,1016.9,60.9,8.9
Week 470 (1958-12-28 - 1959-01-03),15.5,2.7,71.9,1017.1,1.1,8.7
Week 471 (1959-01-04 - 1959-01-10),13.7,3.2,71.3,1016.4,54.9,12.1
Week 472 (1959-01-11 - 1959-01-17),15.5,0,64.6,1020,0,9.7
Week 473 (1959-01-18 - 1959-01-24),16,5.5,76,1017.3,20.6,10.1
Week 474 (1959-01-25 - 1959-01-31),13.8,4.7,81.1,1014.9,81.7,9.9
Week 475 (1959-02-01 - 1959-02-07),14.2,3.6,72.3,1015.9,57.2,14.1
Week 476 (1959-02-08 - 1959-02-14),14,4.2,73.1,1013.9,47,10
Week 477 (1959-02-15 - 1959-02-21),14.4,2.6,69.1,1015.1,22.8,9.6
Week 478 (1959-02-22 - 1959-02-28),18.4,4.3,66.6,1013,10,10
Week 479 (1959-03-01 - 1959-03-07),19.3,6.5,68.1,1012.6,21.6,11
Week 480 (1959-03-08 - 1959-03-14),21.2,7.7,64.9,1013.5,9.5,16.6
Week 481 (1959-03-15 - 1959-03-21),24.5,9.2,57.9,1013.6,0,12.2
Week 482 (1959-03-22 - 1959-03-28),26.4,13.1,57.1,1009.5,18.4,17.2
Week 483 (1959-03-29 - 1959-04-04),20.1,11.5,74.9,1013.5,79.3,17.1
Week 484 (1959-04-05 - 1959-04-11),27.8,12.4,60.7,1009.7,0.3,13.1
Week 485 (1959-04-12 - 1959-04-18),29.5,11.8,48.1,1007.6,0.4,13.5
Week 486 (1959-04-19 - 1959-04-25),28.9,15.6,55.4,1007.1,8,13
Week 487 (1959-04-26 - 1959-05-02),32.3,16.7,46.7,1008.4,0.3,17.2
Week 488 (1959-05-03 - 1959-05-09),32.1,19.4,40.7,1001.6,5.1,21.3
Week 489 (1959-05-10 - 1959-05-16),32.5,20.6,41.7,1005.2,15.2,17.8
Week 490 (1959-05-17 - 1959-05-23),29.5,16.6,61.4,1004.6,38.4,13.8
Week 491 (1959-05-24 - 1959-05-30),34.7,21.1,46.7,996.6,0,15.3
Week 492 (1959-05-31 - 1959-06-06),38.2,24,40.1,996.8,0,12.2
Week 493 (1959-06-07 - 1959-06-13),40.6,24.4,26.9,995.5,0.4,20.2
Week 494 (1959-06-14 - 1959-06-20),37.9,22.2,28,999.3,0.1,13.2
Week 495 (1959-06-21 - 1959-06-27),41.1,25.7,24,996.5,2.5,15.8
Week 496 (1959-06-28 - 1959-07-04),33.8,26.1,61.1,996.8,239,17.1
Week 497 (1959-07-05 - 1959-07-11),32.3,23.1,71,995.6,11.5,13.1
Week 498 (1959-07-12 - 1959-07-18),32.9,24.2,74.1,998.4,19.3,14.8
Week 499 (1959-07-19 - 1959-07-25),30.9,24.3,80.3,998.4,74.2,10
Week 500 (1959-07-26 - 1959-08-01),30.7,23.7,82.9,998.8,68.7,11.2
Week 501 (1959-08-02 - 1959-08-08),30.6,23.9,84.1,995.3,45.7,11.9
Week 502 (1959-08-09 - 1959-08-15),31.3,24.8,81.7,997.8,127.3,10.4
Week 503 (1959-08-16 - 1959-08-22),30.9,23.6,83.6,998.4,23.7,11.4
Week 504 (1959-08-23 - 1959-08-29),31.1,24,82.1,1001.3,20.2,13.9
Week 505 (1959-08-30 - 1959-09-05),30.1,23.3,82.9,1001,127.6,10.5
Week 506 (1959-09-06 - 1959-09-12),29.4,23,83.1,1001.7,53.5,10.1
Week 507 (1959-09-13 - 1959-09-19),29.4,23.2,85.6,1003.1,49,9.4
Week 508 (1959-09-20 - 1959-09-26),30.4,21.7,81.4,1004.3,10,9.7
Week 509 (1959-09-27 - 1959-10-03),30.3,21.2,79.7,1005.1,4.1,11
Week 510 (1959-10-04 - 1959-10-10),28.1,18.8,79.6,1008.3,33.5,9.9
Week 511 (1959-10-11 - 1959-10-17),29.1,16.3,74,1008.6,0,7.7
Week 512 (1959-10-18 - 1959-10-24),28.3,15.2,63.9,1012.6,0,7.6
Week 513 (1959-10-25 - 1959-10-31),24.9,13.3,66.6,1012.5,12.5,8.3
Week 514 (1959-11-01 - 1959-11-07),21.3,12.7,72.6,1015.2,55.4,10.5
Week 515 (1959-11-08 - 1959-11-14),22,8.5,71.1,1014.7,0,8
Week 516 (1959-11-15 - 1959-11-21),20.9,7.4,67.1,1015.7,4.9,9.2
Week 517 (1959-11-22 - 1959-11-28),19.2,7.2,68.9,1018.1,9.5,10.7
Week 518 (1959-11-29 - 1959-12-05),19.1,7.6,72.7,1017,15.9,8.9
Week 519 (1959-12-06 - 1959-12-12),17.8,4.3,70.6,1018.1,0,9.4
Week 520 (1959-12-13 - 1959-12-19),16.1,3.8,70,1017.9,46.2,15
Week 521 (1959-12-20 - 1959-12-26),16.3,1.2,66.7,1018.7,0,8.3
Week 522 (1959-12-27 - 1960-01-02),15.2,0.2,66.3,1019.6,3.5,8.5
Week 523 (1960-01-03 - 1960-01-09),16.4,0.5,64.4,1019.3,0,8
Week 524 (1960-01-10 - 1960-01-16),14.8,2.5,72.1,1017.8,10.5,8
Week 525 (1960-01-17 - 1960-01-23),13.3,0.3,68.7,1018.9,8.4,8.6
Week 526 (1960-01-24 - 1960-01-30),16.5,1.3,61.1,1018.1,14.8,13.5
Week 527 (1960-01-31 - 1960-02-06),18.4,3.9,59.9,1017.9,2,10.6
Week 528 (1960-02-07 - 1960-02-13),22.6,7.1,58.9,1016.2,0.7,13.6
Week 529 (1960-02-14 - 1960-02-20),22.2,7.3,55.6,1016.6,5.6,11.3
Week 530 (1960-02-21 - 1960-02-27),24.6,9.1,47.6,1014,1.8,14.2
Week 531 (1960-02-28 - 1960-03-05),25,10.5,42,1011.4,13.1,14.7
Week 532 (1960-03-06 - 1960-03-12),18.3,10,73.4,1012.9,69,14.1
Week 533 (1960-03-13 - 1960-03-19),18.1,8.3,73.7,1012.5,80.4,15.8
Week 534 (1960-03-20 - 1960-03-26),19.4,7.3,68.1,1013.5,12.1,15.1
Week 535 (1960-03-27 - 1960-04-02),22.3,9.2,64,1013.5,25.8,20.1
Week 536 (1960-04-03 - 1960-04-09),23.9,10.2,55.7,1011.2,8.5,13.6
Week 537 (1960-04-10 - 1960-04-16),27.2,13.4,46.9,1010.2,4.6,20.7
Week 538 (1960-04-17 - 1960-04-23),25.9,13.9,65,1009.1,43.2,20.1
Week 539 (1960-04-24 - 1960-04-30),28.2,12.5,53.9,1010,3.1,11.9
Week 540 (1960-05-01 - 1960-05-07),29.6,16.8,49.7,1007,22.7,17.4
Week 541 (1960-05-08 - 1960-05-14),35.9,17.2,31.4,1004.8,0,11.7
Week 542 (1960-05-15 - 1960-05-21),36.5,21.7,30,1000.6,3.1,19.6
Week 543 (1960-05-22 - 1960-05-28),37.3,21.5,22.7,999.9,1.1,23.1
Week 544 (1960-05-29 - 1960-06-04),39.7,21.4,19,999.3,0,13.4
Week 545 (1960-06-05 - 1960-06-11),43,24.3,14.7,995.6,0,12.7
Week 546 (1960-06-12 - 1960-06-18),38.8,24,22.3,998.4,0.2,13.8
Week 547 (1960-06-19 - 1960-06-25),41.6,25.5,19.9,997.4,0.1,16.4
Week 548 (1960-06-26 - 1960-07-02),40,28.7,34.3,995.7,3.8,14.5
Week 549 (1960-07-03 - 1960-07-09),35.8,27,60.4,996.9,19.8,15.3
Week 550 (1960-07-10 - 1960-07-16),30,24.3,81.9,998.1,206,13
Week 551 (1960-07-17 - 1960-07-23),31.7,22.7,76.3,999,13.6,12
Week 552 (1960-07-24 - 1960-07-30),33.4,24.9,76.4,996.7,47.1,10.2
Week 553 (1960-07-31 - 1960-08-06),32.9,24.8,78.6,996,18.2,12.4
Week 554 (1960-08-07 - 1960-08-13),32.5,25.4,76.4,997.3,50.8,14.4
Week 555 (1960-08-14 - 1960-08-20),30.4,24.1,84.3,999,143.9,11.5
Week 556 (1960-08-21 - 1960-08-27),30.3,23.5,82,1000.3,28,9.2
Week 557 (1960-08-28 - 1960-09-03),31,23.5,81.6,1000.7,30.7,9.3
Week 558 (1960-09-04 - 1960-09-10),31.1,20,71.4,1002.9,3.6,8.1
Week 559 (1960-09-11 - 1960-09-17),32,20,64.7,1002.8,0.1,10.1
Week 560 (1960-09-18 - 1960-09-24),32.4,21.6,63.1,1006.6,1.9,16.5
Week 561 (1960-09-25 - 1960-10-01),32.7,17.3,40.7,1006.2,0.2,15.3
Week 562 (1960-10-02 - 1960-10-08),31.4,17.8,47.1,1009.6,0,9.8
Week 563 (1960-10-09 - 1960-10-15),32,15.6,37.4,1007.5,0,8.3
Week 564 (1960-10-16 - 1960-10-22),29.6,13.4,34.3,1012.6,0,11.7
Week 565 (1960-10-23 - 1960-10-29),27.9,11.6,36.7,1014.7,0,12.9
Week 566 (1960-10-30 - 1960-11-05),26.3,10.3,35.3,1015.8,0.1,11.5
Week 567 (1960-11-06 - 1960-11-12),25.8,11.4,40,1016.1,0.8,10.5
Week 568 (1960-11-13 - 1960-11-19),23,7.6,38.9,1016.3,0.2,11.3
Week 569 (1960-11-20 - 1960-11-26),21.7,7.6,45.6,1016.4,0.8,9.2
Week 570 (1960-11-27 - 1960-12-03),19.6,5.2,51,1017.4,7.3,10.3
Week 571 (1960-12-04 - 1960-12-10),20.5,3.2,42.9,1020.5,0,8.9
Week 572 (1960-12-11 - 1960-12-17),18.4,5.1,56.6,1019.5,10.6,11.5
Week 573 (1960-12-18 - 1960-12-24),18.5,2.2,54.3,1015.8,0.1,9.2
Week 574 (1960-12-25 - 1960-12-31),16.8,5.7,63.1,1016.2,33.8,14
Week 575 (1961-01-01 - 1961-01-07),14.7,2.5,73.3,1017.7,3.4,7.6
Week 576 (1961-01-08 - 1961-01-14),13.9,0.7,66.6,1020.8,10.5,10.8
Week 577 (1961-01-15 - 1961-01-21),18.9,2.6,58.9,1018.8,0,9.7
Week 578 (1961-01-22 - 1961-01-28),17,5.9,67,1018.2,43.2,10.6
Week 579 (1961-01-29 - 1961-02-04),11.8,5.5,84.4,1014.2,59.4,7.8
Week 580 (1961-02-05 - 1961-02-11),11.8,0.9,70.9,1016.5,16.4,8.2
Week 581 (1961-02-12 - 1961-02-18),15.6,1,60.9,1016.2,9.2,10.8
Week 582 (1961-02-19 - 1961-02-25),19,4.6,55.7,1014.3,1.5,11.7
Week 583 (1961-02-26 - 1961-03-04),21.9,5,49.7,1009.5,1.1,12
Week 584 (1961-03-05 - 1961-03-11),22,7.6,41.1,1015.6,4.7,11.8
Week 585 (1961-03-12 - 1961-03-18),25.3,11.5,51.1,1012.9,14.8,17.3
Week 586 (1961-03-19 - 1961-03-25),20.4,9,60.6,1011.3,36.4,14.9
Week 587 (1961-03-26 - 1961-04-01),26.2,11.2,56,1011.8,1.7,11.5
Week 588 (1961-04-02 - 1961-04-08),22.8,11.5,66,1011.5,66.3,11
Week 589 (1961-04-09 - 1961-04-15),22.3,13.4,73.1,1011.1,99.8,18.3
Week 590 (1961-04-16 - 1961-04-22),27,15,60,1007.8,14.9,13.7
Week 591 (1961-04-23 - 1961-04-29),30.8,13.8,51,1008.6,0.4,13
Week 592 (1961-04-30 - 1961-05-06),34.4,17.8,43.4,1004.4,4.5,12.5
Week 593 (1961-05-07 - 1961-05-13),32.6,19.6,48.7,1004.1,7.4,10.3
Week 594 (1961-05-14 - 1961-05-20),34.8,17.6,35.4,1004.4,0.2,13.6
Week 595 (1961-05-21 - 1961-05-27),35.1,21.1,35.6,1001.3,0.9,11.9
Week 596 (1961-05-28 - 1961-06-03),40.2,22.9,27.6,997.6,0,11.3
Week 597 (1961-06-04 - 1961-06-10),40.6,27.3,31.3,994.9,0.7,15.3
Week 598 (1961-06-11 - 1961-06-17),39.2,23.6,26.4,996.2,2.5,16.3
Week 599 (1961-06-18 - 1961-06-24),35,23.3,50.3,1003.6,12.4,15.3
Week 600 (1961-06-25 - 1961-07-01),38.6,26.7,45.7,994.5,4.4,14.9
Week 601 (1961-07-02 - 1961-07-08),35.4,26,65.9,994.6,36.6,10.2
Week 602 (1961-07-09 - 1961-07-15),34.2,25.6,68.4,994.1,18.4,10.8
Week 603 (1961-07-16 - 1961-07-22),31.9,24.9,77.3,999.5,58.2,10.8
Week 604 (1961-07-23 - 1961-07-29),29.8,24,83.1,1000.3,106.5,11.7
Week 605 (1961-07-30 - 1961-08-05),30.4,23.9,84.1,997.2,56.1,10.5
Week 606 (1961-08-06 - 1961-08-12),32,24.4,81.6,996.5,44.8,17.6
Week 607 (1961-08-13 - 1961-08-19),31.7,23.9,80.1,998.1,37,9.2
Week 608 (1961-08-20 - 1961-08-26),31.1,23.2,78.3,1000.1,5.9,13.3
Week 609 (1961-08-27 - 1961-09-02),30.6,24.1,83.3,1000.7,109,10.5
Week 610 (1961-09-03 - 1961-09-09),28.9,23.1,86.1,1003.4,35.9,9.3
Week 611 (1961-09-10 - 1961-09-16),29.9,22.7,84.1,1002,18.1,8.8
Week 612 (1961-09-17 - 1961-09-23),30.6,22.2,81,1002.7,50.9,8
Week 613 (1961-09-24 - 1961-09-30),29.5,22,80.3,1002.9,15.1,8.8
Week 614 (1961-10-01 - 1961-10-07),30.3,17.8,62.1,1006.2,0.2,7.3
Week 615 (1961-10-08 - 1961-10-14),27.4,15.2,58.4,1009.8,4.1,17.6
Week 616 (1961-10-15 - 1961-10-21),26.9,12,50.9,1013.6,0,8.3
Week 617 (1961-10-22 - 1961-10-28),27,12.4,51.1,1013.6,9,12.5
